,Unit,vin,price,miles,year,,model,vehicle_type,body_type,fuel_type,engine,transmission,color,zip,state,city,seller_type,is_certified,dom,dom_180,msrp,seller_name
3192,1,1FM5K7F8XDGC20566,19247,75637,2013,Ford,Explorer,SUV,SUV,Flex-Fuel,3.5L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,74,50,19247,east charlotte nissan
3193,1,1FMCU03186KA19443,,185937,2006,Ford,Escape,SUV,SUV,Regular Unleaded,3.0L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,1,1,,capital ford charlotte
3194,1,1FMCU03Z88KA47297,9998,77573,2008,Ford,Escape,SUV,SUV,Regular Unleaded,2.3L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,8,8,9998,hendrick acura
3195,1,1FMCU0EG8CKA51631,11770,83392,2012,Ford,Escape,SUV,SUV,Regular Unleaded,3.0L V6 DOHC 24V,Automatic,Sterling Gray MET,28227,NC,Charlotte,dealer,,22,22,11770,hendrick mini
3196,1,1FMCU0GD2JUA39382,23999,4992,2018,Ford,Escape,SUV,SUV,Regular Unleaded,,,,28213,NC,Charlotte,dealer,,160,135,23999,capital ford charlotte
3197,1,1FMCU0GXXDUA47843,8494,116034,2013,Ford,Escape,SUV,SUV,Premium Unleaded,1.6L L4 DOHC 16V,Automatic,Ginger Ale,28211,NC,Charlotte,dealer,,1758,1758,8494,sonic automotive
3198,1,1FMHK7B83BGA49823,,,2011,Ford,Explorer,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28205,NC,Charlotte,dealer,,129,129,,pty motors
3199,1,1FMJU2AT4HEA50049,36999,53867,2017,Ford,Expedition,SUV,SUV,Regular Unleaded,,,,28213,NC,Charlotte,dealer,1,11,11,36999,capital ford charlotte
3200,1,1FT7W2B60GEB23577,41982,36081,2016,Ford,F-250 Super Duty,Truck,Pickup,Flex-Fuel,6.2L V8 OHV 16V,Automatic,Black,28211,NC,Charlotte,dealer,1,664,34,41982,sonic automotive
3201,1,1FT7W2B61FEB74911,28490,89022,2015,Ford,F-250 Super Duty,Truck,Pickup,Flex-Fuel,6.2L V8 OHV 16V,Automatic,,28213,NC,Charlotte,dealer,,14,14,28490,capital ford charlotte
3202,1,1FT7W2BT7HEC29869,57982,12500,2017,Ford,F-250 Super Duty,Truck,Pickup,Diesel,6.7L V8 OHV 16V DIESEL,Automatic,Black,28211,NC,Charlotte,dealer,1,29,23,57982,sonic automotive
3203,1,1FT8W3BT3CEA36850,46981,44919,2012,Ford,F-350 Super Duty,Truck,Pickup,Diesel,6.7L V8 OHV 16V DIESEL,Automatic,Black,28273,NC,Charlotte,dealer,,14,14,46981,keith hawthorne lincoln of charlotte
3204,1,1FTEW1E83GFB78159,21995,99595,2016,Ford,F-150,Truck,Pickup,Flex-Fuel,3.5L V6 TURBO,Automatic,Oxford White,28213,NC,Charlotte,dealer,,34,34,27995,adams auto group
3205,1,1FTEX1CM1BFB45389,15982,70943,2011,Ford,F-150,Truck,Pickup,Flex-Fuel,3.7L V6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,,31,31,15982,sonic automotive
3206,1,1FTEX1CP0HFA56660,28995,54,2017,Ford,F-150,Truck,Pickup,,2.7L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,461,461,38265,capital ford charlotte
3207,1,1FTFW1CT7EKE12450,25484,77955,2014,Ford,F-150,Truck,Pickup,Flex-Fuel,3.5L V6 TURBO,Automatic,Blue,28211,NC,Charlotte,dealer,,79,60,25484,sonic automotive
3208,1,1FTFW1EV6AFD38794,20849,85766,2010,Ford,F-150,Truck,Pickup,Flex-Fuel,5.4L V8 SOHC 24V FFV,Automatic,,28273,NC,Charlotte,dealer,,3,3,20849,hendrick honda
3209,1,1FTFW1EVXAFD45019,21398,89473,2010,Ford,F-150,Truck,Pickup,Flex-Fuel,5.4L V8 SOHC 24V FFV,Automatic,,28273,NC,Charlotte,dealer,,153,85,21398,south charlotte hyundai
3210,1,1FTPW14V49FA56316,17991,101156,2009,Ford,F-150,Truck,Pickup,Flex-Fuel,5.4L V8 SOHC 24V FFV,Automatic,Black,28211,NC,Charlotte,dealer,,1,1,17991,sonic automotive
3211,1,1FTPX14V26NB38799,8981,138801,2006,Ford,F-150,Truck,Pickup,Regular Unleaded,5.4L V8 SOHC 24V FFV,Automatic,Maroon,28211,NC,Charlotte,dealer,,4,4,8981,sonic automotive
3212,1,1FTYR10D88PA86470,,,2008,Ford,Ranger,Truck,Pickup,Regular Unleaded,2.3L L4 SOHC 8V,Manual,,28205,NC,Charlotte,dealer,,38,38,,pty motors
3213,1,1G11B5SL0FF297465,10583,32615,2015,Chevrolet,Malibu,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Blue,28211,NC,Charlotte,dealer,,43,43,10583,sonic automotive
3214,1,1G11B5SL2EF273117,12400,25595,2014,Chevrolet,Malibu,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,48813,MI,Charlotte,dealer,,55,55,12400,team one
3215,1,1G1BE5SM4G7285366,12750,58795,2016,Chevrolet,Cruze,Car,Sedan,Regular Unleaded,1.4L L4 DOHC 16V TURBO,Automatic,,48813,MI,Charlotte,dealer,,29,29,12750,team one
3216,1,1G1FH1R78G0126764,31988,16666,2016,Chevrolet,Camaro,Car,Coupe,Premium Unleaded,6.2L V8 OHV 16V,Manual,Hyper Blue Metallic,28273-6935,NC,Charlotte,dealer,,45,40,31988,hendrickcars.com charlotte
3217,1,1G1JC6SH1C4144535,,70687,2012,Chevrolet,Sonic,Car,Hatchback,Regular Unleaded,1.8L L4 DOHC 24V,Automatic,RED,28208,NC,Charlotte,dealer,,25,16,,sign and drive auto group
3218,1,1G6KD57Y08U169299,,132694,2008,Cadillac,DTS,Car,Sedan,Regular Unleaded,4.6L V8 DOHC 32V,Automatic,,28213,NC,Charlotte,dealer,,2,2,,capital ford charlotte
3219,1,1GBWGRFF4F1119151,,,2015,Chevrolet,Express,Van,,Flex-Fuel,4.8L V8 FFV,Automatic,,28205,NC,Charlotte,dealer,,595,595,,pty motors
3220,1,1GCRCREC7FZ250846,23991,41390,2015,Chevrolet,Silverado 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,12,12,23991,sonic automotive
3221,1,1GKKVPKD6FJ210421,22405,63497,2015,GMC,Acadia,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Dark Sapphire Blue Metallic,28227,NC,Charlotte,dealer,,5,5,22405,hendrick bmw
3222,1,1GNEV33D99S105636,10990,139225,2009,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Summit White,28273-6935,NC,Charlotte,dealer,,6,6,10990,hendrickcars.com charlotte
3223,1,1GNKRGKDXEJ181804,16481,82958,2014,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Gray,28211,NC,Charlotte,dealer,,21,21,16481,sonic automotive
3224,1,1GNKVGKD5EJ108268,20122,67739,2014,Chevrolet,Traverse,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Bronze,28212,NC,Charlotte,dealer,,215,8,20122,young ford
3225,1,1GNSCCKC6FR696321,44995,39672,2015,Chevrolet,Tahoe,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V,Automatic,Black,28227,NC,Charlotte,dealer,,3,3,44995,hendrick mini
3226,1,1GNSKBE05DR125088,26991,75493,2013,Chevrolet,Tahoe,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V FFV,Automatic,,28213-7920,NC,Charlotte,dealer,,48,34,26991,parks chevrolet charlotte
3227,1,1GNSKBKC2HR116496,43748,29303,2017,Chevrolet,Tahoe,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V,,,28269,NC,Charlotte,dealer,,253,253,43748,hendrick lexus northlake
3228,1,1GNSKBKC4HR197386,47915,30749,2017,Chevrolet,Tahoe,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V,,,28273,NC,Charlotte,dealer,,57,57,47915,performance ford
3229,1,1GNSKGKC4HR119137,39999,28619,2017,Chevrolet,Suburban,SUV,SUV,Flex-Fuel,5.3L V8 OHV 16V,,,28227,NC,Charlotte,dealer,,12,12,39999,hendrick acura
3230,1,1GT120EG0EF134287,29900,154142,2014,GMC,Sierra 2500HD,Truck,Pickup,Flex-Fuel,6.0L V8 OHV 16V FFV,Automatic,,28206,NC,Charlotte,dealer,,2,2,29900,action motors
3231,1,1GTV2UEC3FZ199088,26778,43005,2015,GMC,Sierra 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V,Automatic,,28273,NC,Charlotte,dealer,,64,64,26778,south charlotte nissan
3232,1,1GYS3CEF7BR207122,16812,151508,2011,Cadillac,Escalade,SUV,SUV,Flex-Fuel,6.2L V8 OHV 16V FFV,Automatic,Gold,28211,NC,Charlotte,dealer,,209,64,16812,sonic automotive
3233,1,1HGCP2F65CA205975,12885,56983,2012,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28212,NC,Charlotte,dealer,,280,24,12885,young ford
3234,1,1HGCR2F36GA139510,16384,23409,2016,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,185,46,16384,sonic automotive
3235,1,1HGCR2F37FA152166,15521,24250,2015,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,61,61,15521,hendrick honda
3236,1,1HGCR2F38FA143508,16481,27998,2015,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,8,8,16481,sonic automotive
3237,1,1HGCR2F51FA247100,14094,86432,2015,Honda,Accord,SUV,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,61,61,14094,sonic automotive
3238,1,1HGCR2F78FA160344,15979,51456,2015,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28269,NC,Charlotte,dealer,,23,23,15979,audi northlake
3239,1,1HGCR2F8XEA019637,17181,57114,2014,Honda,Accord,Car,Sedan,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Alabaster Silver Metallic,28227,NC,Charlotte,dealer,1,39,37,17181,hendrick mini
3240,1,1HGCR3F88EA037625,16981,42126,2014,Honda,Accord,Car,Sedan,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Black,28273,NC,Charlotte,dealer,,10,8,16981,town & country toyota/scion
3241,1,1J4FA24189L757658,15964,109280,2009,Jeep,Wrangler,SUV,SUV,Regular Unleaded,3.8L V6 OHV 12V,Manual,Blue,28273,NC,Charlotte,dealer,,121,7,15964,subaru south blvd
3242,1,1J4GA39128L653720,14981,124030,2008,Jeep,Wrangler,SUV,SUV,Regular Unleaded,3.8L V6 OHV 12V,Manual,Red,28211,NC,Charlotte,dealer,,31,2,,sonic automotive
3243,1,1J8FT47W38D661103,6990,113148,2008,Jeep,Compass,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Manual,Bright Silver Metallic,28269,NC,Charlotte,dealer,,14,14,6990,audi northlake
3244,1,1N4AA5AP6BC842651,999092,,2011,Nissan,Maxima,Car,Sedan,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,,28205,NC,Charlotte,dealer,,142,141,,pty motors
3245,1,1N4AL2EP4AC120161,,,2010,Nissan,Altima,Car,Coupe,Regular Unleaded,2.5L L4 DOHC 16V,Manual,,28205,NC,Charlotte,dealer,,155,155,,pty motors
3246,1,1N4AL3AP2HC144674,18435,49780,2017,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,26,26,,hendrick mini
3247,1,1N4AL3AP3HN332253,15599,42000,2017,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,28,28,,carmax independence boulevard
3248,1,1N4AL3AP4GN386742,14283,12233,2016,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Gray,28212,NC,Charlotte,dealer,,36,36,14283,town and country ford
3249,1,1N4AL3AP4HC173612,17012,52139,2017,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,58,58,17012,volkswagen of south charlotte
3250,1,1N4AL3AP7GC206732,16603,32668,2016,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,121,40,18596,east charlotte nissan
3251,1,1N4AL3AP9GC124355,19258,29027,2016,Nissan,Altima,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,1,327,59,19258,east charlotte nissan
3252,1,1N6AD0ER8GN789590,19999,27248,2016,Nissan,Frontier,Truck,Pickup,Regular Unleaded,4.0L V6 DOHC 24V,Automatic,,28212,NC,Charlotte,dealer,,16,16,19999,driven automotive
3253,1,1VWAS7A35FC090413,16359,17251,2015,Volkswagen,Passat,Car,Sedan,Regular Unleaded,1.8L L4 Turbo Regular Unleaded,Automatic,,28273,NC,Charlotte,dealer,,45,45,16359,volkswagen of south charlotte
3254,1,1VWBT7A32HC051248,19839,7687,2017,Volkswagen,Passat,Car,Sedan,Diesel,1.8L L4 TURBO DIESEL,Automatic,,28227,NC,Charlotte,dealer,,58,35,23433,east charlotte nissan
3255,1,2C3CDXHG1FH902385,,44178,2015,Dodge,Charger,Car,Sedan,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,3,3,,capital ford charlotte
3256,1,2C3CDYBT4DH511627,20209,47694,2013,Dodge,Challenger,Car,Coupe,Regular Unleaded,5.7L V8 OHV 16V,Manual,,28227,NC,Charlotte,dealer,,5,5,20209,honda scott clark
3257,1,2C4RC1BG2ER329584,17862,16435,2014,Chrysler,Town and Country,Van,,Flex-Fuel,3.6L V6 DOHC 24V,Automatic,,28273,NC,Charlotte,dealer,,26,26,,volkswagen of south charlotte
3258,1,2C4RC1BG8GR254618,23998,8000,2016,Chrysler,Town and Country,Van,,Flex-Fuel,3.6L V6 DOHC 24V,Automatic,,28227,NC,Charlotte,dealer,,131,2,,carmax independence boulevard
3259,1,2FAFP71W42X149068,,180000,2002,Ford,Crown Victoria,Car,Sedan,,4.6L V8 SOHC 16V,,,28273,NC,Charlotte,dealer,,46,46,,performance ford
3260,1,2G1FA1E30C9174721,14510,50460,2012,Chevrolet,Camaro,Car,Coupe,Regular Unleaded,3.6L V6 DOHC 24V FFV,Automatic,,28227,NC,Charlotte,dealer,,8,8,14510,honda scott clark
3261,1,2GKALSEKXF6157749,19999,24204,2015,GMC,Terrain,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,,28212,NC,Charlotte,dealer,,300,202,19999,hendrick lexus
3262,1,2GKALUEK1D6398253,,35844,2013,GMC,Terrain,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,,48813,MI,Charlotte,dealer,,28,17,18000,team one
3263,1,2GKFLWE58C6111498,14981,76700,2012,GMC,Terrain,SUV,SUV,Regular Unleaded,3.0L V6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,,37,8,14981,sonic automotive
3264,1,2GNALBEKXE6249705,18126,22570,2014,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,Silver Ice Metallic,28227,NC,Charlotte,dealer,,7,6,18126,hendrick mini
3265,1,2GNFLGEK3F6180246,17118,44426,2015,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,,28227,NC,Charlotte,dealer,,111,111,17118,east charlotte nissan
3266,1,2GNFLGEK8F6297501,18355,30009,2015,Chevrolet,Equinox,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V FFV,Automatic,,28212,NC,Charlotte,dealer,,64,64,18355,hendrick lexus
3267,1,2HGFB2F55FH522700,14481,24451,2015,Honda,Civic,Car,Sedan,Regular Unleaded,1.8L L4 SOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,23,23,14481,sonic automotive
3268,1,2HGFB2F58CH320851,12300,61533,2012,Honda,Civic,Car,Sedan,Regular Unleaded,1.8L L4 SOHC 16V,Automatic,Crystal Black Pearl,28212,NC,Charlotte,dealer,,8,8,12300,hendrick motors of charlotte
3269,1,2HGFB2F98CH547153,12148,96611,2012,Honda,Civic,Car,Sedan,Regular Unleaded,1.8L L4 SOHC 16V,Automatic,Gray,28227,NC,Charlotte,dealer,,12,12,12148,jaguar charlotte
3270,1,2HGFC4B06GH301532,17337,28928,2016,Honda,Civic,Car,Coupe,Regular Unleaded,,Automatic,,28212,NC,Charlotte,dealer,,36,36,17337,rick hendrick city chevrolet
3271,1,2HKRM4H34FH611100,17745,38841,2015,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Obsidian Blue Pearl,28212,NC,Charlotte,dealer,,61,60,17745,hendrick kia charlotte
3272,1,2HKYF18715H534627,6582,175090,2005,Honda,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Steel Blue,28211,NC,Charlotte,dealer,,14,14,6582,sonic automotive
3273,1,2LMDU68C99BJ08376,,102180,2009,Lincoln,MKX,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,,28213,NC,Charlotte,dealer,,1,1,,capital ford charlotte
3274,1,2T1BR32EX4C296326,5482,58931,2004,Toyota,Corolla,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,29,29,5482,sonic automotive
3275,1,2T1BU4EE7AC464693,8587,111213,2010,Toyota,Corolla,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Magnetic Gray Metallic,28212,NC,Charlotte,dealer,,21,19,8587,hendrick kia charlotte
3276,1,2T1BURHE3FC352344,12552,26039,2015,Toyota,Corolla,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Super White,28211,NC,Charlotte,dealer,,25,25,12552,sonic automotive
3277,1,2T2BK1BA8AC073473,18994,44693,2010,Lexus,RX 350,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Tungsten Pearl,28227,NC,Charlotte,dealer,,57,57,18994,hendrick acura
3278,1,2T2BK1BAXFC313551,32990,25407,2015,Lexus,RX 350,SUV,SUV,Regular Unleaded,3.5L V6 DOHC 24V,Automatic,Claret Mica,28227,NC,Charlotte,dealer,1,13,13,32990,hendrick acura
3279,1,2T3WFREV2FW160208,,83243,2015,Toyota,RAV4,SUV,SUV,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28269,NC,Charlotte,dealer,,19,18,17456,hendrick lexus northlake
3280,1,3C3CFFBRXFT657351,8994,25589,2015,FIAT,500,SUV,Hatchback,Premium Unleaded,1.4L L4,Manual,Red,28211,NC,Charlotte,dealer,,57,48,8994,sonic automotive
3281,1,3FADP4FJ6BM127197,8598,48333,2011,Ford,Fiesta,Car,Hatchback,Regular Unleaded,1.6L L4 DOHC 16V,Manual,,28269,NC,Charlotte,dealer,,13,13,,hendrick lexus northlake
3282,1,3GCEC13C38G233340,,,2008,Chevrolet,Silverado 1500,Truck,Pickup,Regular Unleaded,4.8L V8 OHV 16V,Automatic,,28205,NC,Charlotte,dealer,,24,2,,pty motors
3283,1,3GCPCREC3GG194543,28981,42059,2016,Chevrolet,Silverado 1500,Truck,Pickup,Regular Unleaded,5.3L V8 OHV 16V,Automatic,Gray,28211,NC,Charlotte,dealer,1,76,7,28981,sonic automotive
3284,1,3GCUKREC3EG398388,34987,56006,2014,Chevrolet,Silverado 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V,Automatic,Black,28227,NC,Charlotte,dealer,,44,3,34987,land rover charlotte
3285,1,3GTU2WEC1EG362777,36972,47237,2014,GMC,Sierra 1500,Truck,Pickup,Flex-Fuel,5.3L V8 OHV 16V,Automatic,Black,28211,NC,Charlotte,dealer,,73,26,36972,sonic automotive
3286,1,3GYFNCE34DS576005,15991,94142,2013,Cadillac,SRX,SUV,SUV,Flex-Fuel,3.6L V6 DOHC 24V FFV,Automatic,Black Raven,28208,NC,Charlotte,dealer,,130,92,15991,inetwork auto group
3287,1,3KPA24AB8JE057805,14998,12000,2018,Kia,Rio,Car,Sedan,,,,,28227,NC,Charlotte,dealer,,8,8,,carmax independence boulevard
3288,1,3N1AB7AP9FY280859,11443,47534,2015,Nissan,Sentra,Car,Sedan,Regular Unleaded,1.8L L4 SFI DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,44,44,11443,east charlotte nissan
3289,1,3N1AB7APXHY224528,,38081,2017,Nissan,Sentra,Car,Sedan,Regular Unleaded,1.8L L4 SFI DOHC 16V,,,28213,NC,Charlotte,dealer,,41,15,,capital ford charlotte
3290,1,3TMCZ5AN1HM115368,35494,786,2017,Toyota,Tacoma,SUV,Pickup,,3.6L V6 DOHC 24V,Automatic,Tan,28211,NC,Charlotte,dealer,1,59,59,35494,sonic automotive
3291,1,3VW017AUXHM518579,18939,6075,2017,Volkswagen,Golf SportWagen,Car,Wagon,Regular Unleaded,,Automated Manual,,28273,NC,Charlotte,dealer,,72,72,18939,volkswagen of south charlotte
3292,1,3VW2K7AJ2FM227812,11999,29744,2015,Volkswagen,Jetta,Car,Sedan,Regular Unleaded,2.0L L4 DOHC 20V,Automatic,Black,28269,NC,Charlotte,dealer,1,42,42,11999,mercedes-benz of northlake
3293,1,3VWRJ71K49M042868,4981,150399,2009,Volkswagen,Jetta,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V TURBO,Manual,Black,28211,NC,Charlotte,dealer,,18,18,4981,sonic automotive
3294,1,4A4AP3AW3FE052246,19247,22576,2015,Mitsubishi,Outlander Sport,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,1,1,19247,south charlotte hyundai
3295,1,4JGBF7BE9CA792149,26981,44120,2012,Mercedes-Benz,GL-Class,SUV,SUV,Premium Unleaded,4.7L V8 DOHC 32V,Automatic,White,28211,NC,Charlotte,dealer,,71,14,26981,sonic automotive
3296,1,4JGDA5JB9GA649534,38981,39671,2016,Mercedes-Benz,GLE-Class,SUV,SUV,Premium Unleaded,3.5L V6 DOHC 24V,Automatic,Black,28211,NC,Charlotte,dealer,1,39,38,38981,sonic automotive
3297,1,4S3BNAA62G3024814,15983,30842,2016,Subaru,Legacy,Car,Sedan,Regular Unleaded,2.5L H4 SOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,,59,45,15983,sonic automotive
3298,1,4S4BRCLC1E3261869,17981,74841,2014,Subaru,Outback,Car,Wagon,Regular Unleaded,2.5L H4 DOHC 16V,Automatic,Gold,28211,NC,Charlotte,dealer,1,4,4,17981,sonic automotive
3299,1,4S4BSACC1H3387789,23500,13958,2017,Subaru,Outback,SUV,SUV,Regular Unleaded,2.5L H4 DOHC 16V,,Ice Silver Metallic,28269,NC,Charlotte,dealer,1,172,172,23500,audi northlake
3300,1,4S4BSBJC0F3325984,22998,53081,2015,Subaru,Outback,Car,Wagon,Regular Unleaded,2.5L H4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,71,71,22998,hendrick lexus
3301,1,4T1BF1FK0HU402056,16981,26845,2017,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,40,2,16981,sonic automotive
3302,1,4T1BF1FK8FU906772,17982,26268,2015,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,Celestial Silver Metallic,28211,NC,Charlotte,dealer,1,35,34,17982,sonic automotive
3303,1,4T4BF1FK6ER367282,13754,73583,2014,Toyota,Camry,Car,Sedan,Regular Unleaded,2.5L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,18,18,13754,hendrick lexus
3304,1,55SWF4JB5GU121570,26981,15345,2016,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Silver,28273,NC,Charlotte,dealer,,168,11,26981,town & country toyota/scion
3305,1,55SWF4KB4FU020694,26892,28891,2015,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Polar White,28211,NC,Charlotte,dealer,1,24,23,26892,sonic automotive
3306,1,55SWF4KB6FU021958,24993,38191,2015,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Gray,28211,NC,Charlotte,dealer,,78,42,24993,sonic automotive
3307,1,55SWF4KB8FU058803,25995,19995,2015,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,Iridium Silver Metallic,28273,NC,Charlotte,dealer,,84,84,25995,formula motors
3308,1,55SWF4KB9FU027155,27981,26536,2015,Mercedes-Benz,C-Class,Car,Sedan,Premium Unleaded,2.0L L4 DOHC 16V,Automatic,White,28211,NC,Charlotte,dealer,1,11,10,27981,sonic automotive
3309,1,5FNRL5H91FB086251,27991,62575,2015,Honda,Odyssey,Van,,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,Dark Cherry Pearl,28227,NC,Charlotte,dealer,1,20,20,27991,hendrick mini
3310,1,5FNYF5H53GB009348,,,2016,Honda,Pilot,SUV,SUV,Regular Unleaded,3.5L V6 SOHC 24V,Automatic,,28205,NC,Charlotte,dealer,,367,367,,pty motors
3311,1,5GAKRBKD8GJ254488,28571,37189,2016,Buick,Enclave,SUV,SUV,Regular Unleaded,3.6L V6 DOHC 24V,Automatic,Dark Sapphire Blue Metallic,28273,NC,Charlotte,dealer,,26,23,28571,hendrick automotive group - usa
3312,1,5GRGN22858H101402,36991,74518,2008,HUMMER,H2 SUT,Truck,Pickup,Regular Unleaded,6.2L V8 OHV 16V,Automatic,Solar Flare Metallic,28208,NC,Charlotte,dealer,,194,152,36991,inetwork auto group
3313,1,5J6RM4H78EL074092,19995,35658,2014,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,Crystal Black Pearl,28269,NC,Charlotte,dealer,1,122,122,22995,audi northlake
3314,1,5J6RM4H78FL007963,20989,44213,2015,Honda,CR-V,SUV,SUV,Regular Unleaded,2.4L L4 DOHC 16V,Automatic,,28212,NC,Charlotte,dealer,,63,63,21989,montgomery mazda
3315,1,5J6RW5H31HL003866,20981,11000,2017,Honda,CR-V,SUV,SUV,Gasoline,K24W9/K24V9,Continuously Variable Transmission,White,28273-6935,NC,Charlotte,dealer,,63,9,20981,hendrickcars.com charlotte
3316,1,5J8TB4H5XFL015807,26990,35968,2015,Acura,RDX,SUV,SUV,Premium Unleaded,2.3L L4 DOHC 16V,Automatic,,28227,NC,Charlotte,dealer,,91,90,,hendrick acura
3317,1,5NPDH4AE5DH202417,9997,71040,2013,Hyundai,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,,28273,NC,Charlotte,dealer,,94,80,9997,south charlotte nissan
3318,1,5NPDH4AE5GH703425,12000,56954,2016,Hyundai,Elantra,Car,Sedan,Regular Unleaded,1.8L L4 DOHC 16V,Automatic,Venetian Red,28212,NC,Charlotte,dealer,,24,11,12000,young ford
